"University_Name","Alumni","Award","Hici","N.S","PUB","PCP"
"Huazhong University of Science and Technology",-0.44775810783287,-0.328047706313226,1.45675186136036,0.76381358177149,3.20511802057739,0.376293030666697
"Aarhus University",0.578505550676304,1.44051174195174,0.463272343384097,1.29966652241245,1.49502122883719,0.966131123297588
"The Hebrew University of Jerusalem",2.49288199058765,1.94581444145602,0.198952104656466,1.13985073309848,0.581507985386235,1.24970712937013
"The Ohio State University - Columbus",0.578505550676304,1.13558769914744,0.891653419942671,0.980034943784509,2.00658864516973,-0.304289383907408
"Nanjing University",-0.44775810783287,-0.328047706313226,1.45675186136036,1.60049624347404,2.30622098902165,0.78464247941116
"Monash University",-0.44775810783287,-0.328047706313226,1.3838359334355,1.40307673902737,2.38661015444533,1.26105016961303
"Technion-Israel Institute of Technology",1.72318424670577,2.71248060622113,0.198952104656466,0.951832157434985,-0.0250648082652027,2.25923771098839
"Seoul National University",1.09163737993089,-0.328047706313226,0.791394019045983,1.29966652241245,2.42315068418337,0.716584237953749
"The University of Texas M. D. Anderson Cancer Center",-0.44775810783287,0.874224233886606,2.21325461358082,0.92362937108546,0.121097310686951,3.85860638523753
"Uppsala University",1.53569377063198,1.46664808847783,0.344783960506193,1.26206280727975,1.07115108387595,0.841357680625669
"Wuhan University",-0.44775810783287,-0.328047706313226,1.66638515414435,0.933030299868635,2.72278302803528,0.07003094410835
"King Saud University",-0.44775810783287,-0.328047706313226,2.66897916311122,-0.420703444908523,2.75932355777332,0.59181079528183
"Ghent University",-0.44775810783287,0.473466920486662,1.97627784782502,0.679205222722918,1.48040501694198,1.54462617568558
"Nanyang Technological University",-0.44775810783287,-0.328047706313226,2.86038347391399,0.92362937108546,1.36347532178026,1.20433496839852
"University of Pittsburgh",1.17058073827775,-0.328047706313226,1.85778946494711,1.37487395267785,1.66310766563217,-0.179515941235488
"Central South University",-0.44775810783287,-0.328047706313226,1.52966778928523,-0.119873723846933,3.38782066926758,0.546438634310223
"Xi'an Jiaotong University",-0.44775810783287,-0.328047706313226,1.31092000551064,0.585195934891171,3.08088021946806,0.26286262823768
"University of Basel",1.66397672794562,0.900360580412689,0.463272343384097,1.79791574792071,0.354956701010397,2.21386555001678
"University of Bristol",0.0653737214217169,0.80452730981705,1.60258371721009,1.47828416929277,0.786134951919249,0.875386801354374
"Sichuan University",-0.44775810783287,-0.328047706313226,0.98279832984875,0.453582931926725,3.34397203358193,0.33092086969509
"University of Helsinki",1.09163737993089,1.06589077507788,0.691134618149295,1.04584144526673,1.21000509688049,0.761956398925356
"Purdue University - West Lafayette",0.696920588196594,1.49278443500391,0.891653419942671,0.867223798386412,1.0273024481903,0.3989791111525
"Jilin University",-0.44775810783287,-0.328047706313226,1.1559736586703,0.321969928962279,2.24044803549318,-0.304289383907408
"Beijing Institute of Technology",-0.44775810783287,-0.328047706313226,2.31351401447751,0.199757854781008,1.75811304295107,0.308234789209286
"Southern University of Science and Technology",-0.44775810783287,-0.328047706313226,1.45675186136036,1.17745444823118,1.01999434224269,1.83954522200102
"Mayo Clinic College of Medicine and Science",-0.44775810783287,-0.328047706313226,2.62340670815818,0.509988504625773,0.968837600609441,0.875386801354374
"Southeast University",-0.44775810783287,-0.328047706313226,1.1559736586703,-0.0916709374974085,2.65701007450681,0.228833507508974
"South China University of Technology",-0.44775810783287,-0.328047706313226,1.60258371721009,0.0211402079006881,1.93350758569365,0.251519587994778
"Shandong University",-0.44775810783287,-0.328047706313226,0.98279832984875,0.350172715311803,2.87625325293504,-0.100114659535176
"Tianjin University",-0.44775810783287,-0.328047706313226,1.97627784782502,0.0493429942502122,2.35006962470729,0.26286262823768
"Northwestern Polytechnical University",-0.44775810783287,-0.328047706313226,2.14945317664657,0.143352282081959,1.69964819537021,0.251519587994778
"Harbin Institute of Technology",-0.44775810783287,-0.328047706313226,1.06482874876422,0.519389433408948,2.839712723197,0.478380392852813
"The Chinese University of Hong Kong",-0.44775810783287,0.80452730981705,0.791394019045983,0.0023383503343386,1.56810228831327,0.637182956253437
"Boston University",1.24952409662461,0.595436537608384,0.791394019045983,0.989435872567684,1.18077267309006,0.26286262823768
"The University of Glasgow",1.00282610179067,-0.328047706313226,1.31092000551064,1.01763865891721,0.727670104338388,0.557781674553125
"City University of Hong Kong",-0.44775810783287,-0.328047706313226,2.31351401447751,0.669804293939743,1.08576729577116,1.28373625009884
"McMaster University",1.32846745497147,1.17043616118222,1.52966778928523,0.171555068431483,0.72036199839078,1.24970712937013
"University of Alberta",0.578505550676304,1.06589077507788,0.691134618149295,0.585195934891171,1.43655638125633,0.773299439168258
"Brown University",1.9008068029862,1.25755731626916,0.0440057578161306,0.867223798386412,0.698437680547957,1.54462617568558
"Nagoya University",2.21658023637364,1.71929943822997,0.198952104656466,0.707408009072442,0.618048515124273,0.0133157428938412
"Université libre de Bruxelles (ULB)",1.32846745497147,1.79770847780822,0.344783960506193,0.679205222722918,-0.120070185584102,1.77148698054361
"University of Warwick",0.805467705923525,2.07649617408644,0.344783960506193,0.829620083253713,0.420729654538866,0.864043761111472
"University of Liverpool",1.00282610179067,0.473466920486662,0.691134618149295,0.904827513519111,0.829983587604895,0.750613358682455
"Moscow State University",3.28231557405624,2.20717790671685,-0.985931724122569,0.115149495732435,1.04191866008552,0.864043761111472
"University of Nottingham",1.39754289352497,1.27498154728655,0.581760726262,0.397177359227677,0.727670104338388,0.433008231881206
"Radboud University Nijmegen",1.09163737993089,-0.328047706313226,1.3838359334355,0.951832157434985,0.968837600609441,1.07956152572661
"Carnegie Mellon University",2.40407071244743,2.07649617408644,-0.147398552986637,1.1304498043153,-0.273540410483864,0.920758962325981
"University of Freiburg",1.60476920918548,0.943921157956161,0.791394019045983,1.2056572345807,0.259951323691496,2.50878459633223
"Pennsylvania State University - University Park",0.4403546735693,-0.328047706313226,1.06482874876422,2.07054268263278,0.924988964923795,-0.372347625364818
"Icahn School of Medicine at Mount Sinai",-0.44775810783287,-0.328047706313226,2.76923856400791,1.60049624347404,0.530351243752981,-0.12280074002098
"University of California, Davis",0.805467705923525,-0.328047706313226,1.1559736586703,1.45008138294324,1.37809153367547,0.217490467266073
"Leiden University",1.00282610179067,-0.328047706313226,1.7301865910786,1.03644051648356,1.22462130877571,0.830014640382767
"University of Florida",1.09163737993089,-0.328047706313226,0.791394019045983,0.886025655952762,2.02120485706495,0.387636070909599
"Rice University",1.39754289352497,1.40566327991697,0.98279832984875,1.27146373606293,-0.478167377016878,1.52194009519977
"Rutgers, The State University of New Jersey - New Brunswick",0.272600037082223,1.06589077507788,1.06482874876422,0.820219154470539,0.574199879438627,-0.429062826579327
"University of Bern",0.696920588196594,-0.328047706313226,0.691134618149295,1.33727023754515,0.859216011395326,1.6693996183575
"The University of Western Australia",1.46661833207847,0.80452730981705,1.23800407758577,0.350172715311803,0.81536737570968,1.57865529641428
"Sapienza University of Rome",1.00282610179067,1.64089039865172,-0.147398552986637,0.350172715311803,1.30501047419939,0.0813739843512515
"University of Lausanne",1.17058073827775,1.06589077507788,0.463272343384097,1.11164794674895,0.143021628529774,0.569124714796027
"Emory University",-0.44775810783287,-0.328047706313226,1.1559736586703,1.00823773013403,1.34885910988504,0.886729841597276
"University of Utah",-0.44775810783287,0.595436537608384,0.344783960506193,1.22445909214705,1.12961593145681,0.228833507508974
"University of Gothenburg",-0.44775810783287,0.900360580412689,1.1559736586703,0.566394077324821,0.69112957460035,0.387636070909599
"The Australian National University",0.805467705923525,1.18786039219961,0.791394019045983,1.2808646648461,0.603432303229057,1.13627672694111
"University of Sao Paulo",-0.44775810783287,-0.328047706313226,0.581760726262,0.538191290975297,2.59123712097834,-0.224888102207096
"Université Grenoble Alpes",0.696920588196594,0.80452730981705,0.463272343384097,1.09284608918261,0.778826845971641,0.104060064837055
"Lund University",1.32846745497147,1.13558769914744,0.581760726262,0.679205222722918,1.19538888498528,0.59181079528183
"University of Vienna",1.17058073827775,0.708694039221411,0.891653419942671,1.21505816336388,0.347648595062789,1.20433496839852
"University of Strasbourg",2.11790103844007,2.30301117731249,-0.393489809733051,0.78261543933784,0.0114757214728357,0.353606950180894
"Erasmus University Rotterdam",0.9041469038571,0.80452730981705,1.31092000551064,0.415979216794026,1.18077267309006,1.45388185374236
"Aix Marseille University",1.17058073827775,-0.328047706313226,0.691134618149295,1.00823773013403,1.24654562661853,0.0473448636225465
"University of Amsterdam",-0.44775810783287,-0.328047706313226,1.79398802801286,0.94243122865181,1.37809153367547,0.478380392852813
"Stockholm University",1.60476920918548,1.64089039865172,0.198952104656466,1.2432609497134,0.384189124800827,0.693898157467946
"Beihang University",-0.44775810783287,-0.328047706313226,1.06482874876422,0.44418200314355,1.5973347121037,-0.0660855388064709
"Nankai University",-0.44775810783287,-0.328047706313226,1.52966778928523,0.491186647059424,1.13692403740442,-0.00937033759196218
"Hunan University",-0.44775810783287,-0.328047706313226,1.52966778928523,-0.0634681511478843,1.2173132028281,0.0813739843512515
"Beijing Normal University",1.00282610179067,-0.328047706313226,0.463272343384097,0.321969928962279,1.65579955968456,0.0473448636225465
"University of Electronic Science and Technology of China",-0.44775810783287,-0.328047706313226,1.60258371721009,0.209158783564182,1.5023293347848,-0.00937033759196218
"Soochow University",-0.44775810783287,-0.328047706313226,1.7301865910786,-0.101071866280583,1.72157251321303,-0.134143780263882
"Delft University of Technology",0.578505550676304,-0.328047706313226,0.463272343384097,1.33727023754515,0.581507985386235,0.26286262823768
"Wageningen University & Research",-0.44775810783287,-0.328047706313226,1.52966778928523,0.585195934891171,0.420729654538866,0.988817203783391
"University of Goettingen",2.45341031141422,-0.328047706313226,0.198952104656466,1.37487395267785,-0.0250648082652027,1.79417306102942
"Tongji University",-0.44775810783287,-0.328047706313226,-0.147398552986637,0.0399420654670375,2.61316143882117,0.206147427023171
"Arizona State University",-0.44775810783287,1.27498154728655,0.691134618149295,0.78261543933784,0.588816091333842,-0.168172900992587
"Shenzhen University",-0.44775810783287,-0.328047706313226,0.98279832984875,0.171555068431483,1.5973347121037,-0.0547424985635694
"Xiamen University",-0.44775810783287,-0.328047706313226,0.891653419942671,0.651002436373394,1.63387524184174,-0.00937033759196218
"University of Rochester",2.58169326872787,0.133694415647579,-0.147398552986637,0.961233086218159,0.164945946372597,-0.338318504636113
"Vrije Universiteit Amsterdam",-0.44775810783287,-0.328047706313226,1.1559736586703,0.698007080289267,0.976145706557049,0.557781674553125
"University of Cologne",-0.44775810783287,0.473466920486662,0.344783960506193,1.08344516039943,0.318416171272358,1.40850969277076
"Norwegian University of Science and Technology - NTNU",0.696920588196594,1.37081481788219,0.198952104656466,0.265564356263231,0.742286316233603,0.0246587831367427
"Case Western Reserve University",2.49288199058765,0.473466920486662,0.891653419942671,0.227960641130532,0.201486476110635,0.818671600139865
"University of Montreal",0.578505550676304,-0.328047706313226,0.463272343384097,1.00823773013403,1.23923752067093,0.59181079528183
"University of Mainz",-0.44775810783287,0.238239801751912,0.581760726262,0.914228442302286,0.0845567809489124,1.78283002078651
"Michigan State University",0.272600037082223,-0.328047706313226,0.463272343384097,1.02703958770038,1.1223078255092,-0.0887716192922747
"University of Tuebingen",1.60476920918548,-0.328047706313226,0.463272343384097,1.08344516039943,0.398805336696043,1.82820218175812
"Chongqing University",-0.44775810783287,-0.328047706313226,1.06482874876422,-0.524113661523445,1.98466432732691,-0.032056418077766
"Goethe University Frankfurt",2.67050454686808,-0.328047706313226,0.344783960506193,0.801417296904189,0.259951323691496,1.62402745738589
"Zhengzhou University",-0.44775810783287,-0.328047706313226,0.344783960506193,-0.21388301167868,2.39391826039294,-0.213545061964194
"The University of Calgary",-0.44775810783287,-0.328047706313226,1.31092000551064,0.434781074360375,0.91037275302858,0.251519587994778
"University of Muenster",1.32846745497147,0.473466920486662,0.198952104656466,0.951832157434985,-0.0689134439508488,1.0682184854837
"University of Barcelona",-0.44775810783287,-0.328047706313226,0.691134618149295,0.274965285046405,1.15154024929963,0.954788083054686
"Sungkyunkwan University",-0.44775810783287,-0.328047706313226,0.691134618149295,0.519389433408948,1.22462130877571,0.512409513581518
"University of Arizona",0.9041469038571,-0.328047706313226,0.198952104656466,1.32786930876197,0.866524117342934,0.160775266051564
"University of California, Santa Cruz",-0.44775810783287,-0.328047706313226,1.66638515414435,1.4312795253769,-0.514707906754917,1.43119577325656
"The Hong Kong Polytechnic University",-0.44775810783287,-0.328047706313226,1.1559736586703,-0.072869079931059,1.71426440726542,0.296891748966385
"Cardiff University",-0.44775810783287,0.978769619990939,0.198952104656466,0.773214510554665,0.289183747481928,0.26286262823768
"London School of Hygiene & Tropical Medicine",0.0653737214217169,-0.328047706313226,1.60258371721009,0.387776430444502,-0.0104485963699871,1.94163258418714
"University of Southampton",-0.44775810783287,-0.328047706313226,1.06482874876422,0.876624727169587,0.632664727019488,0.637182956253437
"University of Exeter",-0.44775810783287,-0.328047706313226,1.31092000551064,1.07404423161626,0.384189124800827,0.59181079528183
"The University of Sheffield",1.17058073827775,0.656421346169245,0.344783960506193,0.613398721240695,0.59612419728145,0.433008231881206
"Tokyo Institute of Technology",0.696920588196594,2.07649617408644,-0.393489809733051,0.340771786528628,-0.0616053380032411,0.52375255382442
"University of Milan",1.09163737993089,-0.328047706313226,0.691134618149295,0.190356925997833,1.10769161361399,0.308234789209286
"University of Pisa",1.46661833207847,1.46664808847783,-0.393489809733051,-0.251486726811379,0.40611344264365,0.421665191638304
"Indiana University Bloomington",1.09163737993089,1.27498154728655,0.691134618149295,0.256163427480056,0.179562158267812,0.00197270265093932
"University of Waterloo",-0.44775810783287,0.874224233886606,1.1559736586703,-0.129274652630107,0.566891773491019,0.33092086969509
"Technical University of Denmark",0.9041469038571,0.473466920486662,0.98279832984875,0.801417296904189,0.340340489115181,0.217490467266073
"Georgia Institute of Technology",0.696920588196594,-0.328047706313226,1.1559736586703,0.933030299868635,0.369572912905612,1.0568754452408
"Tufts University",1.24952409662461,0.943921157956161,0.463272343384097,0.115149495732435,-0.141994503426926,0.614496875767634
"The University of Adelaide",0.805467705923525,-0.328047706313226,1.7301865910786,0.256163427480056,0.552275561595803,1.38582361228495
"University of Montpellier",0.4403546735693,-0.328047706313226,0.198952104656466,0.94243122865181,0.91037275302858,0.444351272124108
"University of Birmingham",1.17058073827775,0.238239801751912,0.344783960506193,0.76381358177149,0.961529494661833,0.421665191638304
"University of Leeds",1.09163737993089,-0.328047706313226,0.0440057578161306,0.961233086218159,0.734978210285995,0.149432225808662
"University of Wuerzburg",1.32846745497147,-0.328047706313226,0.344783960506193,0.933030299868635,-0.0689134439508488,1.58999833665718
"Fuzhou University",-0.44775810783287,-0.328047706313226,0.691134618149295,-0.401901587342174,0.566891773491019,-0.38369066560772
"Beijing University of Chemical Technology",-0.44775810783287,-0.328047706313226,1.1559736586703,-0.383099729775825,0.223410793953458,0.0133157428938412
"East China Normal University",-0.44775810783287,-0.328047706313226,0.344783960506193,0.331370857745454,0.72036199839078,-0.406376746093523
"Capital Medical University",-0.44775810783287,-0.328047706313226,-0.393489809733051,-0.138675581413282,1.70695630131782,2.03237690613035
"Nanchang University",-0.44775810783287,-0.328047706313226,0.891653419942671,-0.505311803957096,0.808059269762072,-0.349661544879015
"China University of Geosciences",-0.44775810783287,-0.328047706313226,0.891653419942671,-0.176279296545981,0.866524117342934,-0.0887716192922747
"Nanjing Medical University",-0.44775810783287,-0.328047706313226,0.0440057578161306,-0.157477438979631,1.34155100393743,0.716584237953749
"Jiangsu University",-0.44775810783287,-0.328047706313226,0.344783960506193,-0.740335023536464,1.20269699093289,-0.38369066560772
"Wuhan University of Technology",-0.44775810783287,-0.328047706313226,0.98279832984875,-0.242085798028204,0.84459979950011,-0.485778027793836
"National Taiwan University",0.578505550676304,-0.328047706313226,0.463272343384097,-0.138675581413282,1.11499971956159,-0.00937033759196218
"China Agricultural University",-0.44775810783287,-0.328047706313226,1.3838359334355,-0.0540672223647096,0.961529494661833,0.07003094410835
"University of Science and Technology Beijing",-0.44775810783287,-0.328047706313226,0.198952104656466,-0.279689513160903,1.29039426230418,0.0246587831367427
"The University of Auckland",0.805467705923525,-0.328047706313226,0.691134618149295,-0.129274652630107,0.464578290224512,0.421665191638304
"Dalian University of Technology",-0.44775810783287,-0.328047706313226,0.98279832984875,-0.392500658558999,1.67772387752739,-0.304289383907408
"Nanjing University of Aeronautics and Astronautics",-0.44775810783287,-0.328047706313226,0.791394019045983,-0.69333037962059,1.06384297792834,-0.156829860749685
"Shanghai University",-0.44775810783287,-0.328047706313226,0.344783960506193,-0.251486726811379,0.983453812504657,-0.610551470465755
"Northeastern University (Shenyang)",-0.44775810783287,-0.328047706313226,0.198952104656466,-0.345496014643126,1.312318580147,-0.0547424985635694
"Peking Union Medical College",-0.44775810783287,-0.328047706313226,0.581760726262,-0.176279296545981,1.15884835524724,1.52194009519977
"Jinan University",-0.44775810783287,-0.328047706313226,0.0440057578161306,-0.0634681511478843,1.09307540171877,-0.247574182692899
"University of Hamburg",0.9041469038571,-0.328047706313226,-0.147398552986637,0.904827513519111,0.245335111796281,1.0228463245121
"Lanzhou University",-0.44775810783287,-0.328047706313226,0.0440057578161306,-0.129274652630107,1.10769161361399,-0.179515941235488
"Korea Advanced Institute of Science and Technology",-0.44775810783287,-0.328047706313226,0.0440057578161306,1.08344516039943,0.150329734477381,0.988817203783391
"Griffith University",-0.44775810783287,-0.328047706313226,0.198952104656466,0.274965285046405,0.303799959377143,0.489723433095715
"Korea University",-0.44775810783287,-0.328047706313226,0.198952104656466,0.0681448518165617,1.18077267309006,0.160775266051564
"Karlsruhe Institute of Technology (KIT)",-0.44775810783287,-0.328047706313226,0.0440057578161306,-0.307892299510427,0.333032383167573,2.04371994637325
"University of Innsbruck",-0.44775810783287,0.238239801751912,0.0440057578161306,0.801417296904189,-0.53663222459774,0.569124714796027
"Queen's University",0.805467705923525,1.37081481788219,0.0440057578161306,-0.148076510196457,-0.00314049042237935,0.546438634310223
"University of Ottawa",-0.44775810783287,-0.328047706313226,1.1559736586703,0.0775457805997364,0.808059269762072,0.421665191638304
"University of Manitoba",0.578505550676304,-0.328047706313226,0.791394019045983,-0.317293228293602,-0.00314049042237935,0.0246587831367427
"Queensland University of Technology",-0.44775810783287,-0.328047706313226,0.891653419942671,-0.336095085859951,0.230718899901066,0.3989791111525
"University of Leipzig",0.4403546735693,0.473466920486662,0.198952104656466,0.162154139648309,0.0041676155252279,1.29507929034174
"Heinrich Heine University Duesseldorf",0.578505550676304,-0.328047706313226,0.791394019045983,0.152753210865134,-0.244307986693433,1.83954522200102
